# OpenSecurity fuzzy (CTPH) hash signatures
# Format: <blocksize:hash1:hash2>  <label>
# One entry per line. Lines starting with # are ignored.
# Unlike hashes.txt (exact SHA-256 match), these catch near-duplicates of known-malicious
# samples - a recompiled build, a repacked installer - that differ byte-for-byte but share
# most of their content. See src/OpenSecurity.Core/Hashing/FuzzyHash.cs for the algorithm.
768:Tyc7/ovNV004AjWU3GQelVUlidf+prtbjzjy1QVIibtYcFOKc6KC:Tyc2z0ajWTQelzdGDbjzKQVIi7OKclC  Endermanch-MalwareDatabase:Cuberates@TaskILL.exe
24576:xbITYuFgmS3i3rZXnRNwdyQiVYubKvWJaG2rjYPWe2wUVXs8bl7Bd8XtRJf/WBoDZSY0W:xkpFdrG4Vunb5RXl7e/WBoDZSYj  Endermanch-MalwareDatabase:Endermanch@RegistryCleaner_HOI.exe
24576:JQZGuoa5r6BAMar36oQGuPx64ALmi2AL4BHViVcs+qJqUtkioAPcK4ribG49jf5hLn6JcC4ltrItxo2fTh:JQXo8iAMaO5o4ALmi2eMHW+c77oAkKAi  Endermanch-MalwareDatabase:Endermanch@RegistryCleaner_SOReferral.exe
24576:xbITYuFgmSTi3rZXnRNwdyQiVYubKvWJaG2rjYPWe2wUVXs8bl7BdOnRRJf/WBoDZSY0r:xkpFRrG4Vunb5RXl7O/WBoDZSYk  Endermanch-MalwareDatabase:Endermanch@RegistryCleaner_SY.exe
12:h9HQfBkIWdMyRZPAnaZIdRlCG6cyKkljGZOW+CyK/A8i7QMbgelLVHi7QMbgpdWusD:fHYBkXZP/ZIdbCIyKkl6ZOW+CyK/jTMb  Endermanch-MalwareDatabase:Readme.txt
768:uWp1yTfQjYdXTfQZWIIIa0lsTfQXTfQ4PHPOGbBYLq06:fnwAWIIILjPmGb6/6  Endermanch-MalwareDatabase:Ad Avenger 10.html
768:tW21rOTfQ2TdDTfQ7WIIIfflsTfQXTfQjPHPOGbBTLaq6:4urWSWIIIX4PmGb1J6  Endermanch-MalwareDatabase:Ad Avenger 11.html
768:0WS1/2qq+6KTfQ5OdnTfQNWIIIUql4TfQXTfQaPHPOGbBOLa36:ZSG4wWIII3pPmGbE46  Endermanch-MalwareDatabase:Ad Avenger 12.html
768:rWg1rJTfQcpdjTfQbWIIIBllITfQXTfQdPHPOGbBpLCt6:6gXWWIIIjmPmGbv26  Endermanch-MalwareDatabase:Ad Avenger 13.html
768:hMWi1cq2TfQH0dfTfQhWIIIWYlUTfQXTfQ0PHPOGbB0LaN6:jivEoWIIILPPmGbea6  Endermanch-MalwareDatabase:Ad Avenger 14.html
768:wWt17bBi787/HwHh/CBLCETfQKfdLTfQ7WIII7TlkTfQXTfQfPHPOGbBfL6S6:lT7jbQxCBW0yWIII/0PmGb5T6  Endermanch-MalwareDatabase:Ad Avenger 15.html
768:BWK1cTTfQNqdvTfQtWIIIgOlITfQXTfQmPHPOGbBqLKk6:camYWIIIfVPmGboF6  Endermanch-MalwareDatabase:Ad Avenger 16.html
768:CW+1jnlwCTfQQldLTfQ7WIIItplITfQXTfQZPHPOGbBlLiu6:TGDlZuWIIIDyPmGbjJ6  Endermanch-MalwareDatabase:Ad Avenger 17.html
768:mWZ17nEOfdSTfQrAdXTfQpWIIIS8lcTfQXTfQwPHPOGbBALqz6:3X7AQWIIIrrPmGbCI6  Endermanch-MalwareDatabase:Ad Avenger 18.html
768:+Wz1TTfQ+7dDTfQrWIIIXnlsTfQXTfQ7PHPOGbB7LKW6:vpdyWIIIXgPmGb9h6  Endermanch-MalwareDatabase:Ad Avenger 19.html
768:BWW1Mx4O/0TfQG5dxTfQZWIIIfdl6TfQXTfQZPHPOGbB5LiN6:cO72WIIIluPmGbT66  Endermanch-MalwareDatabase:Ad Avenger 2.html
768:9Ww1QTfQ+LdfTfQvWIIIb3lcTfQXTfQvPHPOGbBLLOu6:Iw8+WIIIL8PmGbJZ6  Endermanch-MalwareDatabase:Ad Avenger 20.html
768:+Wy1oGzGeTfQzedVTfQBWIIIwil0TfQXTfQmPHPOGbBeLp6:vyRCCSWIIIZ7PmGbYd6  Endermanch-MalwareDatabase:Ad Avenger 3.html
768:XW31PNTfQgvdpTfQdWIIINrlaTfQXTfQjPHPOGbBvL2z6:GFPnaWIIIlgPmGblI6  Endermanch-MalwareDatabase:Ad Avenger 4.html
768:EW71j94TfQdEdtTfQtWIIIuwloTfQXTfQ4PHPOGbBELKI6:phmuWIIIptPmGbqv6  Endermanch-MalwareDatabase:Ad Avenger 5.html
768:6Wu1wIRTfQa1dRTfQJWIII7BliTfQXTfQdPHPOGbB1Li76:L2PWWIIIVaPmGbf46  Endermanch-MalwareDatabase:Ad Avenger 6.html
768:TW11FU9TfQX6ddTfQBWIIIMmlUTfQXTfQaPHPOGbB6Le26:CLkKWIIIB/PmGb0N6  Endermanch-MalwareDatabase:Ad Avenger 7.html
768:9Wh1yTfQ0LdZTfQ1WIII5PlXTfQXTfQ3PHPOGbBLLuk6:IPeyWIII11PmGbRX6  Endermanch-MalwareDatabase:Ad Avenger 8.html
768:HW61quSTfQxQd1TfQFWIIIKklsTfQXTfQMPHPOGbBQLaB6:2KpKOWIIIRJPmGb2G6  Endermanch-MalwareDatabase:Ad Avenger 9.html
192:iT4PJx5LTQNjJUdzo7AD/6BoQuA90IuSNhSzmdHpzqi+49rbzKkZLIoZ55552flz6:iUhxpQlJUdzo7CMo5y0IuSNhSzmdHpzq  Endermanch-MalwareDatabase:Ad Avenger Complete.html
768:oW81AasbnNWCTfQMLdBTfQNWIIIR/lqTfQXTfQ3PHPOGbBLLOW6:90AasbN3yWIII9sPmGbhf6  Endermanch-MalwareDatabase:Ad Avenger.html
768:oW81AasbnNWCTfQMLdBTfQNWIIIR/lqTfQXTfQ3PHPOGbBLLOy6:90AasbN3yWIII9sPmGbhl6  Endermanch-MalwareDatabase:Ad Avenger.html.bak
1536:Quw6gNCAFyR+jDmDXFqusGagfSKSsJ/2bO//WX13MPMx/nXsX1XKrvnKfD1V0XyXC/S/arWnkfzWHN3YDtQ22dahjQIA6zKP:QL6gYDX0usGagfSKZJ/2bO//WX13Mj3Y  Endermanch-MalwareDatabase:Base.css
3072:DTf7nGaQQll+DHEhu+Sk7FhmmagO3ZAQguOcRBMEMLC:nDGaQQH+4/S7maPZAluO6B  Endermanch-MalwareDatabase:contact-us-hero.image.large_2x.jpg
192:vp6r1iMFTjwFrjHj9bw0PliSouSn+nhNnmn+nlbnhU9FNuWShTCLn1TBDB+M6BEaQ6wcoAF+saaaaaR:vIm9EAlKXT1TBladBF+saaaaaR  Endermanch-MalwareDatabase:index.html
24:Y5Ghr18zDcChr18KAD9hr18KAD0hr18KADoKhr18KADHhr18KADzThr18KAD5hr18KADfhr18KADNhr18KAD2yfhr18KADnhr18KADQ:WZzExWxLx6x4xvAxSx4xexiykxQxc  Endermanch-MalwareDatabase:text.js
12288:BE6fwX07rBFHkzeG54YEp0l87vVGt+mj9kvoTvI8Sc:BE6QG9FqGp0M0D9kvo9Sc  Endermanch-MalwareDatabase:Endermanch@UserOverflow.exe
24576:xbITYuFgmSQI39dDLA68xzUsi1m9K8ifhqKnJ1e94xh3pZeLkHj6QUDGAhh:xkpFj6dDLA6kzlhK8QoKPochXHHjYCs  Endermanch-MalwareDatabase:Endermanch@InternetShield_ifisSO.exe
24576:bZZGuoa5r6gwaIFBe/jGugx6uJPqV/fLPS6f2pF8IaKZpxvnvOwFmsjrstq:bZXo8dw0/RDuxi3LZf2pCIaA3OwFmsl  Endermanch-MalwareDatabase:Endermanch@InternetShield_SOReferral.exe
24576:xbITYuFgmSOI39dDLA68xzUsi1m9K8ifhqKnJ1e94xh3pZeLkHj6QUDGAhC:xkpFB6dDLA6kzlhK8QoKPochXHHjYCx  Endermanch-MalwareDatabase:Endermanch@InternetShield_Web.exe
6144:EDSSFKoQksb7o9ce2supBBtmw/1SFJYT2oPs7c:EDSKKisouVfm0rnPsA  Endermanch-MalwareDatabase:a.mp3
384:2JXE05EP6ByWHoLnCKcq1zP6Zv27uL27Kwz5a:G35xAWHoDcaPM2B2+5a  Endermanch-MalwareDatabase:defender.png
24:QQK1he91Wwh82lYSgmVZT3BRyJMNzNWGxtyMdixAY2PvRwX8xCT3wBfkC3:QdqQvnGjKJMJwaJgeY2BG8xkFC3  Endermanch-MalwareDatabase:favico.jpg
192:qcIjxwnBaY+T2imMt4MXEX+XsimM9/nY/zhp11GZO:ql2k0msi/nY/VsQ  Endermanch-MalwareDatabase:index.html
1536:fYE1JVoiB9JqZdXXe2pD3PgoIiulrUn6Z6a4tfOR7WpfWBZPBJda4w9W3qG9a98HrU:u4J+rlfOhWpgCW6G9a98HrU  Endermanch-MalwareDatabase:jquery.min.js
24:LyoxMTsyzMnMvHO9NQv3M591TZMH5ZM281CZM/N3MZp81TL:epTHwMv6Qvc59tmH5m28Am/y/8F  Endermanch-MalwareDatabase:index.php
1536:TNhEyjjTikEJO4edXXe9J578go6MWX2xkjde4c4j2ll2AckaXE46n15HZ+FhFcQDU8CuN:Vxc2yji4j2uC/kcQDU8CuN  Endermanch-MalwareDatabase:jquery-3.2.1.min.js
6144:cLvQMOpieyFMkCO7JjQTPCA/niWyMPCttp:svjOvyF+GsTPCmnzhPY7  Endermanch-MalwareDatabase:405.zip
192:l/qAXrjxNhlX0aiiFiEi1Li5LiBiriMiFiEi1Li5LiBiri5uBdwMwKhpoaZ9g:ccyviFiEitiRiBiriMiFiEitiRiBiri+  Endermanch-MalwareDatabase:index.html
192:FsqAXrjxNhlXr3a2aiiFiEi1Li5LiBiriMiFiEi1Li5LiBiri5uBdwMwKhpoaZ9+K:nc1viFiEitiRiBiriMiFiEitiRiBiri+  Endermanch-MalwareDatabase:msie1.html
192:F/IXrjxNhlXr3a2aiiFiEi1Li5LiBiriMiFiEi1Li5LiBirijuBdwMwKhpoaZ9+XN:W1viFiEitiRiBiriMiFiEitiRiBiriIh  Endermanch-MalwareDatabase:msie2.html
96:bhSiynEKAT6r4mJyMRyhv1yoNINzFE4qDzu6ODvEThv1yoNINzFE4G:12nEpT6r4m8Awv1BKc4o4Elv1BKc4G  Endermanch-MalwareDatabase:.DS_Store
48:2QjtC94/Pv2ZLyZe4WpzPD/UgtO0CgPK:nCEPv2h0e4gH/tOHgy  Endermanch-MalwareDatabase:ajax2.gif
192:aXnUfcyMlDiVE9UQuKCCy6BAtdHtv8/okoR4X:WUfcVlDiVFKByZtdHwCE  Endermanch-MalwareDatabase:beep.mp3
48:T7hqakLU1Q+kQ4+2U3T3SXy8drT4aovppoUFeLrtZ6edEMF2:TlXkLU1Q1X+2ISC8CppoNLrtnKh  Endermanch-MalwareDatabase:edge.svg
24:qwxAudQf6a+qkLrg9ARFyDtSH/aHTmOs:T+qqkL4GyD5HTm5  Endermanch-MalwareDatabase:ie.svg
1536:USJg9TQVwBMf4JdfoGzcjiQc5SGOSimKrpAbeN0SehKIEMf55wMfcK66NCvh9hFUSs:JAuohxYjK53ObmKe66SlsR5NYams  Endermanch-MalwareDatabase:index.html
1536:9NhEyjjTikEJO4edXXe9J578go6MWXqcVhrLyB4Lw13sh2bzrl1+iuH7U3gBORDU8Cu5:jxcq0hrLZwpsYbmzORDU8Cu5  Endermanch-MalwareDatabase:jquery-3.js
192:14AApIM4kA9hMQkyT10K1dqyB40Z7eH1:TAN5A9inqVdl4ieH1  Endermanch-MalwareDatabase:logo.png
3072:KsAZe39kxuG5K/2dCmo4oRdZe39kxuG5K/2dtU1iC:KsA4NKu1/2Cm1od4NKu1/2tUoC  Endermanch-MalwareDatabase:index.html
6:VWAlXN6XkEslX/9ldlXSPnrtHP8//kHLEk0/ulXSPnrtHP8//k3:QAXN9EEX/HnXw6XMLEk0/qXw6Xk  Endermanch-MalwareDatabase:.DS_Store
768:KkZcIOIVjl2eIWInPywe1aAvkqDX3oyq5BrieD0OTbsysV:KkZ8Pywe1aAvkqDX3oyq5BrieD0OTq  Endermanch-MalwareDatabase:animate.css
96:BSDdWcWPAx7gyx5JMAefOlWDlOIWJpuMGzC9:BSJVW4myx5J9IldYj39  Endermanch-MalwareDatabase:c.png
1536:mGRD6+TTmIjY+mqzIKI1bEqK4X7oiFcuwF:rRDb3mgmqU9LoiCR  Endermanch-MalwareDatabase:e.mp3
6144:EDSSFKoQksb7o9ce2supBBtmw/1SFJYT2oPs7c:EDSKKisouVfm0rnPsA  Endermanch-MalwareDatabase:f.mp3
96:oY2xORn8C/8wfelhVQwcKdJJiV3Cv40B4k24DMK0wwqOU8zJ9yGf68s5JCMUvdc:o5OB8CkwGlhVQGK1X0BN2jxwwqOUMJ9y  Endermanch-MalwareDatabase:haha.png
384:s1G/lCFiRDVyWrtwd1ZkNXQpqR0mgVi/imiLAiM4:sk/lCFoDVZA1mJ0mgE63Ldt  Endermanch-MalwareDatabase:index.html
12:2X9fvgefeyPTX2L9J3sJWhEmUBKTPJLpDbePevAGbJG/TCAum5Emcvcy:2X937dTe9J2FKTPJL82vAGbU7jsR  Endermanch-MalwareDatabase:reset.css
48:AZOXhrmlRxbNdgiZh0JY6WlcU7A3AUtBqAUOCnckgRVDde:AZOXhrm/xxfUJFaohW2DA  Endermanch-MalwareDatabase:screenfull.js
384:2JXE05EP6ByWHoLnCKcq1zP6Zv27uL27Kwz5a:G35xAWHoDcaPM2B2+5a  Endermanch-MalwareDatabase:striker.png
192:5ZNuF87dC9zssuAkLvg9kpLwhYLn3mSHhCNUfXinmDx5DfvWCks1ej7vgt:XNuRzlu69+iYL2MhCNUfW2bvasuot  Endermanch-MalwareDatabase:welcome.png
48:vTUtrRHNWnkadSLmZAbqF1m0JBt+XgAkNU:vTU3EELmmbqS0brNU  Endermanch-MalwareDatabase:blue.php
192:wiAPZzjeyzXnVh1YdfHsyu4GT0Q0sAhRKtEEiFv6/dzMqsCViO8xNhlwhi5DcyHEfjinq9ux7OoofbvtXxuXTVnu:ovG7ub7YaiOAIi5DO+rEOJu  Endermanch-MalwareDatabase:index.html
48:vTUtrOHNWnkadSLmZAv1m0JBt+XgAiNU:vTUQEELmm40b1NU  Endermanch-MalwareDatabase:security.php
192:aaEMWbXtOxc3333333339fmf/OVOBgreSol:aTMq9OOefvYdol  Endermanch-MalwareDatabase:windows.png
768:RykGxw/jc/QWlJxtQ8IuiHlqLmzI4X8OAduFKbv2ctg2Bd8JP7ecQVvH1Fx:aw/o1BIuiHlqLmN8lDbNmPbU  Endermanch-MalwareDatabase:bootstrap.css
192:g4jPamjReU77hOYV8BqEIIEIQ/h24W+tQ/1UuNrRb7o0hHF1:njPamjReUhORBsJQUQl1  Endermanch-MalwareDatabase:index.html
192:EjfqfJ5ATvo38kykB40nlJAvqAX/Ys2FAnsJ0wtI6lXmz6d:EjCXOXrjsJHT  Endermanch-MalwareDatabase:style.css
12288:xFZf+uoa5r/ySsRVkukkgj8s40S/su7Otmdv9eayAu/sPZ+3qAo6nVoiOg7Z:xFZGuoa5r6RRKwgmh79ezAcyZ+3qwoi/  Endermanch-MalwareDatabase:Endermanch@CPURocket.exe
12288:xFZf+uoa5r/ySsRVkukkgj8s40S/su7Otmdv9eayAu/sPZ+3qAo6nVoiOg7Z:xFZGuoa5r6RRKwgmh79ezAcyZ+3qwoi/  Endermanch-MalwareDatabase:Endermanch@CPURocket_Adm.exe
192:S0wBqUkWkzIeKiSOmIeuY0w9Dss+gcqEOsWaCludy0LC79roU5mvcBEx5xdQy0Yuv9NaF7SPf66/Kz:sdOLSr95mvQyT+E746Fz  Endermanch-MalwareDatabase:AxInterop.ShockwaveFlashObjects.dll
384:7wXx47rQdtuc51hDDttTtN0HUSZs0HVX/1q++d8y:P7UdTDDttTtNTy68y  Endermanch-MalwareDatabase:Interop.ShockwaveFlashObjects.dll
6144:XgasGR5rnK2Qh9lp2E9ThHZmnRRQh9lp2E9ThHZmfR:XgasmWrjJ1ZmwjJ1ZmfR  Endermanch-MalwareDatabase:YouAreAnIdiot.exe
48:qeI5IVl6utJukhVuzBQqr5tyYgz4iyRISSIXMRRFBaRrnARbARVZqkRXBRg/ERgptRXRRsSRJA7:jOIHm2QFn5timRZ1XMRRFBaRrARbARfq  Endermanch-MalwareDatabase:alert.css
768:Ly+Gxw/Vc/QWlJxtQOIuiHlq5mzI4X8OAduFKbv2ctg2Bd8JPNecQVvH1FS:iw/a1fIuiHlq5mN8lDbNmPRh  Endermanch-MalwareDatabase:bootstrap.min.css
768:o2rGy27UwlNqMl95qNmCFejhqs8snmicCSFXfbBOlA3Zq7Q:Jg73zhq0Ivb93ZKQ  Endermanch-MalwareDatabase:bootstrap.min.js
1536:WkvxCHCxc4Mf55wMfcKmTgruZrLUm4PuVhUWnDqVy1jhTgvfdvJzeHJ8dYVnMh3OZ642LYKuTVQRx:WkmR5NATgruZrLX4WV/Q0jmdhzeHTnMd  Endermanch-MalwareDatabase:index.html
384:xI6GhjT8dLKGJ0ddxDd7M8ruV9xcfRxJUrHb+oRN1:xIkdL0dXDd7tuVXcfRxg  Endermanch-MalwareDatabase:index.html
12288:B3ITun1mejo8Hg+D3qn/SDoHD4TjuJZ8zmjlwFSHU:yyn/0TOlGkOu2r0  Endermanch-MalwareDatabase:Endermanch@Deskbottom.exe
96:SlgR+KxxyN7nmz+aDrCxqcbUZ+aDrCxqvd2bUGyNeLN4j:SyRDzyN5aixNbUYaixgd2bUGyNQI  Endermanch-MalwareDatabase:Fake BSOD.html
12288:Nh3tjibv1eIQ1Wwze4gyV4oqDV8uXwM6SRSFtfnkKi2/q3gbZMJvc3y:Zm1BQ1JenyV4Hl6SRST/3i2/m+R3y  Endermanch-MalwareDatabase:Endermanch@MemTurbo21.exe
49152:CG2+nMomX2LiDS8rCCbXo1ODU7txWyMPxv9VpF3VRFD:D2DomXAiDgCxDUpkyi9T5VRFD  Endermanch-MalwareDatabase:Endermanch@MemTurbo41.exe
3072:EohxYjK53ObmKe66SlsR5NYZ64WV/Q0jmdhzeHTnMdOg4D4+:YGSVP16PLEhSHTMdOv4+  Endermanch-MalwareDatabase:index.html
6144:G3S6luzRMqboksx5ZvAwgMiMBD6/h9k785YH/txQ4U6P3KMWwrJyZCFy2c9niyuE:GC6s1MORsx5FWwU/he85YfnJzVyZCFyx  Endermanch-MalwareDatabase:murphy_chrome.zip
384:HwvsNdRwxFZsNdLe2vqOZ8Ndqe2PpmZSZ2P6:QEz8FCzL8Oazqn5  Endermanch-MalwareDatabase:.DS_Store
24:BUHkszVyipphybxMzuzMeHO9NxiM51ZM4hTZMCsFRMZghSKD:+/zVycZSwe6xl51msTmCsoWd  Endermanch-MalwareDatabase:index.php
96:KQQLj8UV01DzH4SlmEk8r6N522sZSBhQ85ASHSkVg1yL/iM:KQKQkuPH/lyAhTZSA8NHSkVg1W/iM  Endermanch-MalwareDatabase:index.html
384:5ZKJpJbxaRuXhNN7xgFHhgRxnD3ynubCO3oXgXogfGTjR4oYKD98Kqi4iJicisLE67:54NxaRuRT7ogXoKwjTYKhRTVQRuE67  Endermanch-MalwareDatabase:index.html
6144:wCZkm/stAakha4hR5mn+4usjvwQJTbNVjyiX4Kpr9DAMzl+PrUtfSc:xZPJaSfPscQpWiXhj7+QtfB  Endermanch-MalwareDatabase:Endermanch@ArmorIE-0.01-Beta.exe
6144:wCLY/stAakha4hR5mn+4usFPBLQH2Pcwgf2eF83XrQeP+h6FpJhsRetgQg9:xLiJaSfPsHNPc4kqU4FfyJ9  Endermanch-MalwareDatabase:Endermanch@ArmorIEReg.exe
12288:ehny10sOqEl5yD4UmxYV1g1bT2kdSOSGL84UmxbJ:exZ5vYORMOJ/bJ  Endermanch-MalwareDatabase:Chris@Spark.exe
24576:QGHL3siy9GlFSmtLvUDSRbm4Jah1rVxbMA4/syY9bkfHV8fasGJu/vqIluFhr6gP:FL3s76UeTUDBzrVxbMyh9bkfHV7JVIGr  Endermanch-MalwareDatabase:NETFramework.exe
384:TiQQSwS2wIMwlxxh9BTgQ/iOuFi6wBd2OQotWP:TWx/wIMYzWbOu0hd2OQotE  Endermanch-MalwareDatabase:99.html
48:qeI5IVl6utJukhVuzBQqr5tyYgz4iyRISSIXMRRFBaRrnARbARVZqkRXBRg/ERgptRXRRsSRJA7:jOIHm2QFn5timRZ1XMRRFBaRrARbARfq  Endermanch-MalwareDatabase:alert.css
768:naWWnt3d/a52Ug0yPnBJVuMWW0YOaCA/zXebYUDTJtWHx6g0stZu:nar05QpBJV6W0YOLWH8g0sW  Endermanch-MalwareDatabase:analytics.js
768:Ly+Gxw/Vc/QWlJxtQOIuiHlq5mzI4X8OAduFKbv2ctg2Bd8JPNecQVvH1FS:iw/a1fIuiHlq5mN8lDbNmPRh  Endermanch-MalwareDatabase:bootstrap.min.css
768:o2rGy27UwlNqMl95qNmCFejhqs8snmicCSFXfbBOlA3Zq7Q:Jg73zhq0Ivb93ZKQ  Endermanch-MalwareDatabase:bootstrap.min.js
768:0mLwtev6lwUt0eWN3Me9DU1Vt0Zpdcsi153K0rmqeYW:eJuUmTiNrmqeYW  Endermanch-MalwareDatabase:bootstrap.min.js(1)
384:xAoyANocr/ceBZ/gc/1EBTrLfL8Pb8FLdba1oPIL8QCwUTAc:9BNxrUsNgcSBHJ/u1oPp+UTx  Endermanch-MalwareDatabase:def.png
192:5ZNuF87dC9zssuAkLvg9kpLwhYLn3mSHhCNUfXinmDx5DfvWCks1ej7vgt:XNuRzlu69+iYL2MhCNUfW2bvasuot  Endermanch-MalwareDatabase:image.png
384:RiQQSwS+yiMwSxxh9BxeQ/iOuFi6wBd2OQo9Wd:RWxtyiMXz2bOu0hd2OQo9y  Endermanch-MalwareDatabase:index.html
1536:jLiBdiaWLOczCmZx6+VWuGzQNOzdn6x2RZd9SEnk9HB96c9Yo/NWLbVj3kC6t3:5kn6x2xe9NK6nC69  Endermanch-MalwareDatabase:jquery.min.js
1536:JfuXSkNklZAaFGEs31B0KVBvw9XlnozdB5mqEOo1N9N90KP0GlpXF1G33031vt:JfuXSA6FGEs3f0Q49Xl2dB5BE7CW0w  Endermanch-MalwareDatabase:js
12:6v/7O/6TEaWI5okcqjLtHWqyTzntJC/DA8Ul8bBJk1JwTjXlnvA19:D/6mM/kntkbol8Fm1Jw5vA19  Endermanch-MalwareDatabase:x.png
96:xHOFXZj0KbQWacUNykUUjdSDJRXiCIvl4M0MiiVQCve:xHOlZj5bHcyZUMR+q6QD  Endermanch-MalwareDatabase:backblue.gif
12:GjggHY7Ddega/f4zgUTKt1l8X7NSwDlRp8w9Htmz0OxRaCnoM8SUNK73bEqNpXxX9:JGY7peHU2k7N7DRhoZNtwNKzbEqNpXH  Endermanch-MalwareDatabase:fade.gif
48:2WAhQHGb2Z7uQPkRnnD6GcUzBW6GcUtzBH6GcUzBH6GcUtzBY/UzBY/UtzBz+kjKjdA:xAhQHGM7uQknDb/z8bTtzJb/zJbTtzFz  Endermanch-MalwareDatabase:hts-log.txt
